product,year,SITE_ID,ffp_radius,agb_Mg_ha
icesat,2020,US-KPL,1045.9351844232294,61.27540588378906
icesat,2020,US-YK1,1045.9351844232294,7.037090301513672
icesat,2020,US-YK2,1045.9351844232294,5.609893798828125
icesat,2020,CA-LP1,6132.691627299235,58.811214447021484
icesat,2020,US-BMM,1045.9351844232294,NA
icesat,2020,US-CPk,1045.9351844232294,NA
icesat,2020,US-GBT,10499.711915254986,NA
icesat,2020,US-GLE,10067.071676679945,NA
icesat,2020,US-MC1,1045.9351844232294,NA
icesat,2020,US-MC2,1045.9351844232294,NA
icesat,2020,US-MG1,1045.9351844232294,NA
icesat,2020,US-MH1,1045.9351844232294,NA
icesat,2020,US-MH2,1045.9351844232294,NA
icesat,2020,US-Mj1,1045.9351844232294,NA
icesat,2020,US-Mj2,1045.9351844232294,NA
icesat,2020,US-MSR,1045.9351844232294,NA
icesat,2020,US-MVF,1045.9351844232294,NA
icesat,2020,US-MVW,1045.9351844232294,NA
icesat,2020,US-Ne1,785.3881789095175,NA
icesat,2020,US-Ne2,1273.5440435279145,NA
icesat,2020,US-Ne3,1451.1060575465483,NA
icesat,2020,US-SdH,1045.9351844232294,NA
icesat,2020,US-Sta,358.8488786130882,NA
icesat,2020,US-TEF,1045.9351844232294,NA
icesat,2020,US-Tur,1045.9351844232294,NA
icesat,2020,US-xCP,1919.6556282048095,NA
icesat,2020,US-xSL,1744.0586392753248,NA
icesat,2020,US-xYE,2399.9206375635467,NA
icesat,2020,US-A32,276.962908074132,NA
icesat,2020,US-A39,1045.9351844232294,NA
icesat,2020,US-A74,300.13801459473996,NA
icesat,2020,US-AaG,1045.9351844232294,NA
icesat,2020,US-AR1,256.7290203701362,NA
icesat,2020,US-AR2,327.6968333668247,NA
icesat,2020,US-ARb,495.2754897925057,NA
icesat,2020,US-ARc,512.4909151211989,NA
icesat,2020,US-ARM,189647.3929949317,NA
icesat,2020,US-Bd4,1045.9351844232294,NA
icesat,2020,US-Bd5,1045.9351844232294,NA
icesat,2020,US-Bd6,1045.9351844232294,NA
icesat,2020,US-BdA,1045.9351844232294,NA
icesat,2020,US-BdC,1045.9351844232294,NA
icesat,2020,US-Cst,1045.9351844232294,NA
icesat,2020,US-HRA,1045.9351844232294,NA
icesat,2020,US-HRC,1045.9351844232294,NA
icesat,2020,US-KFB,1045.9351844232294,NA
icesat,2020,US-KFS,176.18335595324584,NA
icesat,2020,US-KLS,149.8720772439962,NA
icesat,2020,US-Kon,196.45264441892957,NA
icesat,2020,US-LL1,1045.9351844232294,NA
icesat,2020,US-LL2,1045.9351844232294,NA
icesat,2020,US-LL3,1045.9351844232294,NA
icesat,2020,US-LU1,1045.9351844232294,NA
icesat,2020,US-Mo1,270.12174811136157,NA
icesat,2020,US-Mo2,246.11436070532656,NA
icesat,2020,US-Mo3,241.20084472089067,NA
icesat,2020,US-MOz,5106.198864085323,NA
icesat,2020,US-OF1,1045.9351844232294,NA
icesat,2020,US-OF2,1045.9351844232294,NA
icesat,2020,US-RGA,387.58949029995483,NA
icesat,2020,US-RGW,1045.9351844232294,NA
icesat,2020,US-Wlr,1045.9351844232294,NA
icesat,2020,US-xDL,14799.226238012003,NA
icesat,2020,US-xJE,21031.311289569847,NA
icesat,2020,US-xKA,1411.3167997153346,NA
icesat,2020,US-xKZ,1705.0644794886884,NA
icesat,2020,US-xLE,1045.9351844232294,NA
icesat,2020,US-xTA,16278.557876931909,NA
icesat,2020,US-xUK,15728.907527781594,NA
icesat,2020,US-BCM,1045.9351844232294,NA
icesat,2020,US-DCS,1045.9351844232294,NA
icesat,2020,US-DPP,1045.9351844232294,NA
icesat,2020,US-DPW,1045.9351844232294,NA
icesat,2020,US-Elm,1045.9351844232294,NA
icesat,2020,US-Esm,1045.9351844232294,NA
icesat,2020,US-EvM,1045.9351844232294,NA
icesat,2020,US-FBE,1045.9351844232294,NA
icesat,2020,US-IL1,1045.9351844232294,NA
icesat,2020,US-KS1,2860.6526689715356,NA
icesat,2020,US-KS2,232.80205294782715,NA
icesat,2020,US-KS3,168.49597030077553,NA
icesat,2020,US-LA3,1045.9351844232294,NA
icesat,2020,US-ONA,115.18101014024182,NA
icesat,2020,US-PAS,1045.9351844232294,NA
icesat,2020,US-PiU,1045.9351844232294,NA
icesat,2020,US-SP1,1045.9351844232294,NA
icesat,2020,US-SP2,1045.9351844232294,NA
icesat,2020,US-SP3,1045.9351844232294,NA
icesat,2020,US-SP4,1045.9351844232294,NA
icesat,2020,US-TaS,1045.9351844232294,NA
icesat,2020,US-TCS,1045.9351844232294,NA
icesat,2020,US-xDS,1252.599927055223,NA
icesat,2020,US-xSB,14217.051591239375,NA
icesat,2020,PA-Bar,1045.9351844232294,NA
icesat,2020,PA-Bas,1045.9351844232294,NA
icesat,2020,PE-BRE,1045.9351844232294,NA
icesat,2020,PE-PAN,1045.9351844232294,NA
icesat,2020,PE-QFR,14737.218571099364,NA
icesat,2020,BR-Ji1,1045.9351844232294,NA
icesat,2020,BR-Ji3,1045.9351844232294,NA
icesat,2020,PE-AMG,1045.9351844232294,NA
icesat,2020,US-BZB,113.93578129499174,9.493950843811035
icesat,2020,US-BZF,88.12055780618766,11.429109573364258
icesat,2020,US-BZL,1045.9351844232294,33.561466217041016
icesat,2020,US-BZo,63.60002001523529,15.675511360168457
icesat,2020,US-BZS,242.47626018983433,31.396900177001953
icesat,2020,US-EML,369.0702767896844,9.479135513305664
icesat,2020,US-Fcr,46.395173579662156,10.466288566589355
icesat,2020,US-NGC,180.37073255071402,16.5006103515625
icesat,2020,US-Prr,1045.9351844232294,46.55171203613281
icesat,2020,US-Rpf,349.72231589232547,29.329614639282227
icesat,2020,US-Uaf,1045.9351844232294,47.380393981933594
icesat,2020,US-xBN,5095.760666694362,48.957027435302734
icesat,2020,US-xDJ,6404.113496917734,21.4294490814209
icesat,2020,US-xHE,1950.610761122832,12.135699272155762
icesat,2020,CA-EM1,1045.9351844232294,21.221223831176758
icesat,2020,CA-EM2,1045.9351844232294,14.871689796447754
icesat,2020,CA-EM3,1045.9351844232294,18.082298278808594
icesat,2020,CA-MA1,235.83040687669495,NA
icesat,2020,CA-MA2,235.81460708367464,NA
icesat,2020,CA-MA3,1045.9351844232294,21.68840789794922
icesat,2020,CA-Oas,13826.133862217232,47.55238723754883
icesat,2020,CA-Obs,10195.218112627479,45.41265869140625
icesat,2020,CA-SF1,1482.8899171925564,24.015844345092773
icesat,2020,CA-SF2,842.5461338901958,45.84173583984375
icesat,2020,CA-SF3,836.6047709479343,37.23527908325195
icesat,2020,CA-SJ1,1045.9351844232294,38.15078353881836
icesat,2020,CA-SJ2,1045.9351844232294,33.79026794433594
icesat,2020,US-ALQ,58.61936630980505,NA
icesat,2020,US-AMS,1045.9351844232294,NA
icesat,2020,US-AoL,1045.9351844232294,NA
icesat,2020,US-Bo1,1045.9351844232294,NA
icesat,2020,US-Bo2,1045.9351844232294,NA
icesat,2020,US-CC1,1045.9351844232294,NA
icesat,2020,US-CC2,1045.9351844232294,NA
icesat,2020,US-CRT,133.97310856278727,NA
icesat,2020,US-CS1,1045.9351844232294,NA
icesat,2020,US-CS2,6875.6351620697915,NA
icesat,2020,US-CS3,172.84245001824547,NA
icesat,2020,US-CS4,158.95752414097095,NA
icesat,2020,US-CS5,1045.9351844232294,NA
icesat,2020,US-CS6,1045.9351844232294,NA
icesat,2020,US-CS7,1045.9351844232294,NA
icesat,2020,US-CS8,1045.9351844232294,NA
icesat,2020,US-DFC,12652.700120068024,NA
